zika,1,20745.132639
zika,2,20752.602843
zika,3,20745.132901
zika,4,20729.875876
zika,5,20729.875701
zika,6,20729.875715
zika,7,20729.874838
zika,8,20729.874895
zika,9,20729.875788
zika,10,20729.874764
