h3n2_na_20,1,3123.343178
h3n2_na_20,2,3123.343183
h3n2_na_20,3,3123.343178
h3n2_na_20,4,3123.343387
h3n2_na_20,5,3123.34339
h3n2_na_20,6,3123.343385
h3n2_na_20,7,3123.343388
h3n2_na_20,8,3123.343508
h3n2_na_20,9,3123.343522
h3n2_na_20,10,3123.343183
