START	721293.133038	((Skud:1,(Smik:1,(Spar:1,Scer:1)1:1)1:1)1:1,(Calb:1,(Sklu:1,(Scas:1,Sbay:1)1:1)1:1)1:1)1:1;	1::0.0,5::1.0,2::1.0,1:Skud:1.0,3::1.0,2:Smik:1.0,4::1.0,3:Spar:1.0,4:Scer:1.0,6::1.0,5:Calb:1.0,7::1.0,6:Sklu:1.0,8::1.0,7:Scas:1.0,8:Sbay:1.0;
NEIGHBOUR	734029.919774	(((Spar:2,Smik:1)1:1,Skud:1)1:1,((Sklu:1,(Scas:1,(Sbay:0.5,Scer:1)1:0.5)1:1)1:1,Calb:1)1:1)1:1;	1::0.0,2::1.0,4::1.0,8::1.0,1:Spar:2.0,7::1.0,3::1.0,2:Sklu:1.0,5::1.0,3:Scas:1.0,4:Skud:1.0,6::0.5,5:Sbay:0.5,6:Scer:1.0,7:Calb:1.0,8:Smik:1.0;
NEIGHBOUR	734864.526377	(((Skud:0.5,Spar:2)1:0.5,Smik:2)1:1,(Calb:1,(Sklu:1,((Scer:1,Sbay:0.5)1:0.5,Scas:1)1:1)1:1)1:1)1:1;	1::0.0,2::1.0,3::1.0,6::0.5,1:Skud:0.5,4::1.0,2:Calb:1.0,3:Smik:2.0,5::1.0,4:Sklu:1.0,7::1.0,8::0.5,5:Scer:1.0,6:Spar:2.0,7:Scas:1.0,8:Sbay:0.5;
NEIGHBOUR	735332.109211	((((((Scer:1,Sbay:0.5)1:0.25,Smik:2)1:0.25,Scas:1)1:1,Sklu:1)1:1,Calb:1)1:1,(Spar:2,Skud:0.5)1:1.5)1:1;	1::0.0,2::1.0,8::1.0,6::1.0,5::1.0,7::0.25,4::0.25,1:Scer:1.0,3::1.5,2:Spar:2.0,3:Skud:0.5,4:Sbay:0.5,5:Scas:1.0,6:Sklu:1.0,7:Smik:2.0,8:Calb:1.0;
NEIGHBOUR	735332.282756	((Skud:0.5,Spar:2)1:1.5,((((Smik:2,(Scer:1,Sbay:0.5)1:0.25)1:0.125,Calb:1)1:0.125,Scas:1)1:1,Sklu:1)1:2)1:1;	1::0.0,2::1.0,5::1.5,1:Skud:0.5,7::2.0,3::1.0,4::0.125,6::0.125,2:Smik:2.0,3:Scas:1.0,4:Calb:1.0,5:Spar:2.0,8::0.25,6:Scer:1.0,7:Sklu:1.0,8:Sbay:0.5;
NEIGHBOUR	735336.432703	((((((Sbay:0.5,Scer:1)1:0.375,Calb:1)1:0.0625,Smik:2)1:0.0625,Scas:1)1:1,Sklu:1)1:2,(Spar:2,Skud:0.5)1:1.5)1:1;	1::0.0,5::1.0,8::2.0,6::1.0,3::0.0625,2::0.0625,4::0.375,1:Sbay:0.5,2:Calb:1.0,3:Smik:2.0,4:Scer:1.0,7::1.5,5:Spar:2.0,6:Scas:1.0,7:Skud:0.5,8:Sklu:1.0;
REORDER	735336.432703	(((((Calb:1,(Sbay:0.5,Scer:1)1:0.375)1:0.0625,Smik:2)1:0.0625,Scas:1)1:1,Sklu:1)1:2,(Spar:2,Skud:0.5)1:1.5)1:1;	1::0.0,2::1.0,3::2.0,7::1.0,5::0.0625,4::0.0625,1:Calb:1.0,8::1.5,2:Spar:2.0,3:Sklu:1.0,6::0.375,4:Sbay:0.5,5:Smik:2.0,6:Scer:1.0,7:Scas:1.0,8:Skud:0.5;
NEIGHBOUR	735336.433951	(((((Sbay:0.5,Scer:1)1:0.375,Calb:1)1:0.0625,Smik:2)1:0.0625,Scas:1)1:3,((Spar:2,Skud:0.5)1:0.75,Sklu:1)1:0.75)1:1;	1::0.0,4::1.0,3::3.0,7::0.0625,6::0.0625,2::0.375,1:Sbay:0.5,2:Scer:1.0,3:Scas:1.0,5::0.75,8::0.75,4:Spar:2.0,5:Sklu:1.0,6:Calb:1.0,7:Smik:2.0,8:Skud:0.5;
REORDER	735336.433951	(((((Scer:1,Sbay:0.5)1:0.375,Calb:1)1:0.0625,Smik:2)1:0.0625,Scas:1)1:3,(Sklu:1,(Skud:0.5,Spar:2)1:0.75)1:0.75)1:1;	1::0.0,2::1.0,3::3.0,6::0.0625,7::0.0625,5::0.375,1:Scer:1.0,4::0.75,2:Sklu:1.0,3:Scas:1.0,8::0.75,4:Skud:0.5,5:Sbay:0.5,6:Smik:2.0,7:Calb:1.0,8:Spar:2.0;
REORDER	735336.433951	((((Calb:1,(Sbay:0.5,Scer:1)1:0.375)1:0.0625,Smik:2)1:0.0625,Scas:1)1:3,(Sklu:1,(Spar:2,Skud:0.5)1:0.75)1:0.75)1:1;	1::0.0,2::1.0,8::3.0,4::0.0625,3::0.0625,1:Calb:1.0,6::0.75,2:Sklu:1.0,5::0.375,3:Sbay:0.5,4:Smik:2.0,5:Scer:1.0,7::0.75,6:Spar:2.0,7:Skud:0.5,8:Scas:1.0;
REORDER	735336.433951	(((((Scer:1,Sbay:0.5)1:0.375,Calb:1)1:0.0625,Smik:2)1:0.0625,Scas:1)1:3,((Spar:2,Skud:0.5)1:0.75,Sklu:1)1:0.75)1:1;	1::0.0,3::1.0,5::3.0,8::0.0625,2::0.0625,4::0.375,1:Scer:1.0,2:Calb:1.0,7::0.75,6::0.75,3:Spar:2.0,4:Sbay:0.5,5:Scas:1.0,6:Skud:0.5,7:Sklu:1.0,8:Smik:2.0;
REORDER	735336.433951	(((Skud:0.5,Spar:2)1:0.75,Sklu:1)1:0.75,(Scas:1,((Calb:1,(Scer:1,Sbay:0.5)1:0.375)1:0.0625,Smik:2)1:0.0625)1:3)1:1;	1::0.0,2::1.0,4::0.75,8::0.75,1:Skud:0.5,3::3.0,2:Scas:1.0,6::0.0625,5::0.0625,3:Calb:1.0,4:Sklu:1.0,7::0.375,5:Scer:1.0,6:Smik:2.0,7:Sbay:0.5,8:Spar:2.0;
REORDER	735336.433951	((Scas:1,(((Scer:1,Sbay:0.5)1:0.375,Calb:1)1:0.0625,Smik:2)1:0.0625)1:3,(Sklu:1,(Spar:2,Skud:0.5)1:0.75)1:0.75)1:1;	1::0.0,4::1.0,2::3.0,1:Scas:1.0,7::0.0625,5::0.0625,3::0.375,2:Scer:1.0,3:Sbay:0.5,6::0.75,4:Sklu:1.0,5:Calb:1.0,8::0.75,6:Spar:2.0,7:Smik:2.0,8:Skud:0.5;
