START	708784.424093	(((Sbay:1,Skud:1)1:1,(Smik:1,(Spar:1,Scer:1)1:1)1:1)1:1,(Calb:1,(Sklu:1,Scas:1)1:1)1:1)1:1;	1::0.0,6::1.0,3::1.0,2::1.0,1:Sbay:1.0,2:Skud:1.0,4::1.0,3:Smik:1.0,5::1.0,4:Spar:1.0,5:Scer:1.0,7::1.0,6:Calb:1.0,8::1.0,7:Sklu:1.0,8:Scas:1.0;
NEIGHBOUR	718820.747357	(((Sbay:1,Skud:1)1:1,(Smik:1,((Spar:0.5,Scas:1)1:0.5,Scer:1)1:1)1:1)1:1,(Calb:1,Sklu:2)1:1)1:1;	1::0.0,6::1.0,3::1.0,2::1.0,1:Sbay:1.0,2:Skud:1.0,4::1.0,3:Smik:1.0,5::1.0,8::0.5,4:Spar:0.5,5:Scer:1.0,7::1.0,6:Calb:1.0,7:Sklu:2.0,8:Scas:1.0;
NEIGHBOUR	727496.461913	(((Sbay:1,(Skud:0.5,Scer:1)1:0.5)1:1,(Smik:1,(Spar:0.5,Scas:1)1:1.5)1:1)1:1,(Calb:1,Sklu:2)1:1)1:1;	1::0.0,6::1.0,3::1.0,2::1.0,1:Sbay:1.0,5::0.5,2:Skud:0.5,4::1.0,3:Smik:1.0,8::1.5,4:Spar:0.5,5:Scer:1.0,7::1.0,6:Calb:1.0,7:Sklu:2.0,8:Scas:1.0;
NEIGHBOUR	734653.652056	(((Sbay:1,((Skud:0.5,Scer:1)1:0.25,Sklu:2)1:0.25)1:1,(Smik:1,(Spar:0.5,Scas:1)1:1.5)1:1)1:1,Calb:2)1:1;	1::0.0,6::1.0,3::1.0,2::1.0,1:Sbay:1.0,7::0.25,5::0.25,2:Skud:0.5,4::1.0,3:Smik:1.0,8::1.5,4:Spar:0.5,5:Scer:1.0,6:Calb:2.0,7:Sklu:2.0,8:Scas:1.0;
NEIGHBOUR	734741.439828	((((Sbay:0.5,(Spar:0.5,Scas:1)1:1.5)1:0.5,((Skud:0.5,Scer:1)1:0.25,Sklu:2)1:0.25)1:1,Smik:2)1:1,Calb:2)1:1;	1::0.0,6::1.0,3::1.0,2::1.0,4::0.5,1:Sbay:0.5,7::0.25,5::0.25,2:Skud:0.5,3:Smik:2.0,8::1.5,4:Spar:0.5,5:Scer:1.0,6:Calb:2.0,7:Sklu:2.0,8:Scas:1.0;
NEIGHBOUR	735131.937183	((((Sbay:0.5,(Spar:0.5,Scas:1)1:1.5)1:0.25,Calb:2)1:0.25,((Skud:0.5,Scer:1)1:0.25,Sklu:2)1:0.25)1:1,Smik:2)1:2;	1::0.0,3::2.0,2::1.0,6::0.25,4::0.25,1:Sbay:0.5,7::0.25,5::0.25,2:Skud:0.5,3:Smik:2.0,8::1.5,4:Spar:0.5,5:Scer:1.0,6:Calb:2.0,7:Sklu:2.0,8:Scas:1.0;
NEIGHBOUR	735335.178998	(((((Sbay:0.5,Spar:2)1:0.25,Calb:2)1:0.125,Scas:1)1:0.125,((Skud:0.5,Scer:1)1:0.25,Sklu:2)1:0.25)1:1,Smik:2)1:2;	1::0.0,3::2.0,2::1.0,8::0.125,6::0.125,4::0.25,1:Sbay:0.5,7::0.25,5::0.25,2:Skud:0.5,3:Smik:2.0,4:Spar:2.0,5:Scer:1.0,6:Calb:2.0,7:Sklu:2.0,8:Scas:1.0;
REORDER	735335.178998	(((Scas:1,((Spar:2,Sbay:0.5)1:0.25,Calb:2)1:0.125)1:0.125,(Sklu:2,(Scer:1,Skud:0.5)1:0.25)1:0.25)1:1,Smik:2)1:2;	1::0.0,3::2.0,4::1.0,2::0.125,1:Scas:1.0,6::0.125,7::0.25,2:Spar:2.0,3:Smik:2.0,5::0.25,4:Sklu:2.0,8::0.25,5:Scer:1.0,6:Calb:2.0,7:Sbay:0.5,8:Skud:0.5;
NEIGHBOUR	735335.180004	((Scas:1,((Spar:2,Sbay:0.5)1:0.25,Calb:2)1:0.125)1:1.125,(Smik:1,(Sklu:2,(Scer:1,Skud:0.5)1:0.25)1:0.25)1:1)1:2;	1::0.0,3::2.0,2::1.125,1:Scas:1.0,6::0.125,7::0.25,2:Spar:2.0,4::1.0,3:Smik:1.0,5::0.25,4:Sklu:2.0,8::0.25,5:Scer:1.0,6:Calb:2.0,7:Sbay:0.5,8:Skud:0.5;
REORDER	735335.180004	((((Spar:2,Sbay:0.5)1:0.25,Calb:2)1:0.125,Scas:1)1:1.125,((Sklu:2,(Scer:1,Skud:0.5)1:0.25)1:0.25,Smik:1)1:1)1:2;	1::0.0,2::2.0,7::1.125,3::0.125,4::0.25,1:Spar:2.0,5::1.0,6::0.25,2:Sklu:2.0,3:Calb:2.0,4:Sbay:0.5,5:Smik:1.0,8::0.25,6:Scer:1.0,7:Scas:1.0,8:Skud:0.5;
REORDER	735335.180004	((Scas:1,((Spar:2,Sbay:0.5)1:0.25,Calb:2)1:0.125)1:1.125,(((Skud:0.5,Scer:1)1:0.25,Sklu:2)1:0.25,Smik:1)1:1)1:2;	1::0.0,2::2.0,5::1.125,1:Scas:1.0,4::1.0,3::0.25,6::0.25,2:Skud:0.5,3:Sklu:2.0,4:Smik:1.0,7::0.125,8::0.25,5:Spar:2.0,6:Scer:1.0,7:Calb:2.0,8:Sbay:0.5;
REORDER	735335.180004	((((Sbay:0.5,Spar:2)1:0.25,Calb:2)1:0.125,Scas:1)1:1.125,(((Scer:1,Skud:0.5)1:0.25,Sklu:2)1:0.25,Smik:1)1:1)1:2;	1::0.0,3::2.0,5::1.125,2::0.125,7::0.25,1:Sbay:0.5,2:Calb:2.0,8::1.0,4::0.25,6::0.25,3:Scer:1.0,4:Sklu:2.0,5:Scas:1.0,6:Skud:0.5,7:Spar:2.0,8:Smik:1.0;
REORDER	735335.180004	((((Spar:2,Sbay:0.5)1:0.25,Calb:2)1:0.125,Scas:1)1:1.125,((Sklu:2,(Scer:1,Skud:0.5)1:0.25)1:0.25,Smik:1)1:1)1:2;	1::0.0,2::2.0,4::1.125,7::0.125,3::0.25,1:Spar:2.0,6::1.0,5::0.25,2:Sklu:2.0,3:Sbay:0.5,4:Scas:1.0,8::0.25,5:Scer:1.0,6:Smik:1.0,7:Calb:2.0,8:Skud:0.5;
REORDER	735335.180004	((((Spar:2,Sbay:0.5)1:0.25,Calb:2)1:0.125,Scas:1)1:1.125,(Smik:1,(Sklu:2,(Skud:0.5,Scer:1)1:0.25)1:0.25)1:1)1:2;	1::0.0,3::2.0,4::1.125,8::0.125,2::0.25,1:Spar:2.0,2:Sbay:0.5,5::1.0,3:Smik:1.0,4:Scas:1.0,6::0.25,5:Sklu:2.0,7::0.25,6:Skud:0.5,7:Scer:1.0,8:Calb:2.0;
