START	721293.132244	(((Skud:1,(Smik:1,(Spar:1,Scer:1)1:1)1:1)1:1,Calb:1)1:1,(Sklu:1,(Scas:1,Sbay:1)1:1)1:1)1:1;	1::0.0,6::1.0,5::1.0,2::1.0,1:Skud:1.0,3::1.0,2:Smik:1.0,4::1.0,3:Spar:1.0,4:Scer:1.0,5:Calb:1.0,7::1.0,6:Sklu:1.0,8::1.0,7:Scas:1.0,8:Sbay:1.0;
NEIGHBOUR	734029.91954	((((Sbay:0.5,Scer:1)1:0.5,Scas:1)1:1,Sklu:1)1:1,((Skud:1,(Smik:1,Spar:2)1:1)1:1,Calb:1)1:1)1:1;	1::0.0,2::1.0,8::1.0,6::1.0,5::0.5,1:Sbay:0.5,7::1.0,3::1.0,2:Skud:1.0,4::1.0,3:Smik:1.0,4:Spar:2.0,5:Scer:1.0,6:Scas:1.0,7:Calb:1.0,8:Sklu:1.0;
NEIGHBOUR	735332.111629	((Sklu:1,(((Sbay:0.5,Scer:1)1:0.25,Smik:1)1:0.25,Scas:1)1:1)1:1,(Calb:1,(Spar:3,Skud:1)1:1)1:1)1:1;	1::0.0,4::1.0,2::1.0,1:Sklu:1.0,8::1.0,6::0.25,3::0.25,2:Sbay:0.5,3:Scer:1.0,5::1.0,4:Calb:1.0,7::1.0,5:Spar:3.0,6:Smik:1.0,7:Skud:1.0,8:Scas:1.0;
NEIGHBOUR	735332.276273	(((Spar:3,Skud:1)1:1,Calb:1)1:1,(Scas:2,(Sklu:0.5,((Scer:1,Sbay:0.5)1:0.25,Smik:1)1:0.25)1:0.5)1:1)1:1;	1::0.0,2::1.0,3::1.0,7::1.0,1:Spar:3.0,4::1.0,2:Scas:2.0,3:Calb:1.0,5::0.5,4:Sklu:0.5,8::0.25,6::0.25,5:Scer:1.0,6:Sbay:0.5,7:Skud:1.0,8:Smik:1.0;
NEIGHBOUR	735335.420652	((Skud:1,Spar:3)1:2,(((((Scer:1,Sbay:0.5)1:0.125,Calb:1)1:0.125,Smik:1)1:0.25,Sklu:0.5)1:0.5,Scas:2)1:1)1:1;	1::0.0,2::1.0,5::2.0,1:Skud:1.0,6::1.0,4::0.5,8::0.25,7::0.125,3::0.125,2:Scer:1.0,3:Sbay:0.5,4:Sklu:0.5,5:Spar:3.0,6:Scas:2.0,7:Calb:1.0,8:Smik:1.0;
NEIGHBOUR	735336.43036	((Scas:2,((Calb:1,(Scer:1,Sbay:0.5)1:0.125)1:0.125,Smik:1)1:0.75)1:1,((Skud:1,Spar:3)1:1,Sklu:0.5)1:1)1:1;	1::0.0,3::1.0,2::1.0,1:Scas:2.0,7::0.75,4::0.125,2:Calb:1.0,5::1.0,8::1.0,3:Skud:1.0,6::0.125,4:Scer:1.0,5:Sklu:0.5,6:Sbay:0.5,7:Smik:1.0,8:Spar:3.0;
NEIGHBOUR	735336.432279	((((Skud:1,Spar:3)1:1,Sklu:0.5)1:0.5,Scas:2)1:0.5,(((Scer:1,Sbay:0.5)1:0.125,Calb:1)1:0.125,Smik:1)1:1.75)1:1;	1::0.0,2::1.0,6::0.5,3::0.5,7::1.0,1:Skud:1.0,8::1.75,5::0.125,4::0.125,2:Scer:1.0,3:Sklu:0.5,4:Sbay:0.5,5:Calb:1.0,6:Scas:2.0,7:Spar:3.0,8:Smik:1.0;
NEIGHBOUR	735336.434547	(((((Sbay:0.5,Scer:1)1:0.125,Calb:1)1:0.125,Smik:1)1:0.875,Scas:2)1:0.875,(Sklu:0.5,(Skud:1,Spar:3)1:1)1:1)1:1;	1::0.0,2::1.0,3::0.875,4::0.875,8::0.125,6::0.125,1:Sbay:0.5,5::1.0,2:Sklu:0.5,3:Scas:2.0,4:Smik:1.0,7::1.0,5:Skud:1.0,6:Scer:1.0,7:Spar:3.0,8:Calb:1.0;
REORDER	735336.434547	(((Skud:1,Spar:3)1:1,Sklu:0.5)1:1,(((Calb:1,(Sbay:0.5,Scer:1)1:0.125)1:0.125,Smik:1)1:0.875,Scas:2)1:0.875)1:1;	1::0.0,3::1.0,6::1.0,2::1.0,1:Skud:1.0,2:Spar:3.0,8::0.875,4::0.875,5::0.125,3:Calb:1.0,4:Smik:1.0,7::0.125,5:Sbay:0.5,6:Sklu:0.5,7:Scer:1.0,8:Scas:2.0;
REORDER	735336.434547	((Sklu:0.5,(Spar:3,Skud:1)1:1)1:1,((((Scer:1,Sbay:0.5)1:0.125,Calb:1)1:0.125,Smik:1)1:0.875,Scas:2)1:0.875)1:1;	1::0.0,2::1.0,3::1.0,1:Sklu:0.5,8::0.875,7::0.875,4::0.125,5::0.125,2:Scer:1.0,6::1.0,3:Spar:3.0,4:Calb:1.0,5:Sbay:0.5,6:Skud:1.0,7:Smik:1.0,8:Scas:2.0;
