yeast,1,706904.515289
yeast,2,706904.514951
yeast,3,706904.515141
yeast,4,706904.515256
yeast,5,706904.515675
yeast,6,706904.515302
yeast,7,706904.515075
yeast,8,706904.514555
yeast,9,706904.516451
yeast,10,706904.514143
