index	chain1	chain2
0	0.0	0.0
1	1.448528137423857	1.448528137423857
2	1.1914099824628777	1.2824243685466836
3	1.3013187701950268	1.3530297320174505
4	1.5032258312717866	1.5957746090768907
5	1.5940872549116671	1.496976471530595
6	1.610327382663554	1.4680151781789004
7	1.5994177212572018	1.4932070603477932
8	1.6941572303208916	1.5090829930360805
9	1.7886183275731569	1.5511304610582353
10	1.795771800622061	1.5745960852352363
11	1.73483612575616	1.6009828190652735
12	1.658859766581722	1.6652605004806622
13	1.60206547689472	1.5032115725503223
14	1.4737682398669811	1.361451403917261
15	1.463988474663234	1.3032305379184141
16	1.483457724601863	1.2557468300104133
17	1.4736521986341273	1.2096051563920633
18	1.4921111033853922	1.2260306718480372
19	1.4999119553435603	1.2256668223541607
20	1.4968338206116318	1.2261536290125998
21	1.5125863585187929	1.2180637506322827
22	1.5273144749179857	1.234138291204994
23	1.523268023189203	1.2479793904167922
24	1.5324903459532613	1.2648873468909974
25	1.5310447471159443	1.255012750471245
26	1.506378934202769	1.2420189318117083
27	1.5017106650263172	1.252161823117272
28	1.502172119393495	1.2470619816549386
29	1.526884103518615	1.2451280249726264
30	1.5184572817625048	1.223592557967147
31	1.5178701730916977	1.2212170071949675
32	1.5220316346965497	1.2354325495895582
33	1.5366660355191135	1.2344194298147895
34	1.5276618371689394	1.2323701375149574
35	1.5099765713357558	1.2380515458968995
36	1.515399301041556	1.2491756523028348
37	1.5117451370765875	1.219886072601157
38	1.509329357423065	1.1990490387343045
39	1.4986265023070178	1.1768074737068626
40	1.503380047635833	1.1468825754704826
41	1.4865291192949759	1.125514554825749
42	1.4791576999546767	1.1160241611485908
43	1.4885287952899355	1.113339569327294
44	1.4767609300764457	1.098763089828066
45	1.4749685759678248	1.0925191506246095
46	1.480565037810453	1.0822560236160796
47	1.4356193753478284	1.065426021215927
48	1.4013950436769353	1.0474383294897711
49	1.388134727678652	1.0415440664868587
50	1.3686838708563625	1.031874852559689
51	1.3698408068266765	1.0231636899730976
52	1.3509174802689554	1.0142115611105726
53	1.3641060696935878	1.009959558336403
54	1.3654161900317205	1.0018724156482055
55	1.3670828030473285	0.994158170835199
56	1.3524555729884038	0.9901158959130048
57	1.3496053164580988	0.9847864797234475
58	1.3467539355248839	0.9809449066831231
59	1.3504762787672466	0.9751092152268723
60	1.338854793563905	0.9697302968397873
61	1.3208547424151411	0.9669369397913787
62	1.3009909479588762	0.9648662288214972
63	1.2875316372418317	0.9620305600264044
64	1.2851441317094638	0.9583392407988139
65	1.281814706888162	0.9561054826844702
66	1.2803563821232953	0.9512658517194033
67	1.2720220676179634	0.951158195195359
68	1.2646484216395721	0.9516762482020983
69	1.257939570720069	0.9531075722224777
70	1.2469179969474724	0.9552663162353774
71	1.2392171474685667	0.9551626482269945
72	1.2374974019521936	0.9524450003565623
73	1.238469603728914	0.9493654498188531
74	1.2310522844427985	0.9476095622683877
