fluA,1,4163.201414
fluA,2,4153.397714
fluA,3,4167.688239
fluA,4,4163.201396
fluA,5,4157.906131
fluA,6,4167.687864
fluA,7,4153.397804
fluA,8,4167.688352
fluA,9,4157.906288
fluA,10,4153.397417
